filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_coun,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
43_15.mp4,Готовая основа СТОЛБУШИНО Д/ приготовления глинтвейна (Россия) 250r,"389,49","269,99",нет,4640003803992,-30%,370203774131,07.04.2026 1:25,нет,нет,red,нет,6822,"3202,3","162,5","3325,6","356,6",4640003803992,389.49,369.99,нет,269.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Мед PREMIUM CLUB с ореховым ассорти (Россия) 260г,"373,69","299,99",нет,4606068893248,-19%,370204866228,,ЧБК 002_1_7_2,нет,red,Ш,6822,"2217,7","1284,9","2409,6","1493,4",4606068893248,373.69,354.99,нет,299.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Мед PREMIUM CLUB с фундуком (Россия) 260г,"347,39","299,99",нет,4606068893279,-13%,370204866229,21.12.2025 15:55,нет,нет,red,нет,6822,2231,1042,"2428,5","1244,9",4606068893279,347.39,329.99,нет,299.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Конфитюр ZUEGG Абрикос экстра (Германия) 320г,"347,39","259,99",нет,80298328,-25%,370202350066,,13_043015,нет,red,Ш,6822,2251,"510,6","2451,8",748,80298328,347.39,329.99,нет,259.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Десерт фруктовый ZUEGG Апельсин экстра (Германия) 330г,"347,39","259,99",нет,80298380,-25%,370202379643,,13_043015,нет,red,Ш,6822,"2265,4","39,2","2442,9","241,1",80298380,347.39,329.99,нет,259.99,нет,нет,нет,нет,нет,нет
43_15.mp4,"Набор мед PERONI Чистый нектар: Гречишный, Кориандровый, Липовый (Россия) 90г","442,19","377,99",нет,4607936173547,-14%,370204708597,04.01.2026 2:03,13_043015,нет,red,Ш,6822,"1107,6","1536,8","1288,8","1750,1",4607936173547,442.19,419.99,нет,377.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Набор мед-суфле PERONI Медовая серия Фестиваль (Россия) 90r,"389,49","336,99",нет,4627093811472,-13%,370204708689,,13_043015,нет,red,Ш,6822,"1104,6","1012,5","1289,8","1226,9",4627093811472,389.49,369.99,нет,336.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Конфитюр ZUEGG Инжир экстра (Германия) 330r,"347,39","259,99",нет,80298403,-25%,370202350145,,13_043015,нет,red,Ш,6822,"1120,7","465,1","1315,9","675,4",80298403,347.39,329.99,нет,259.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Конфитюр ZUEGG Клубника экстра (Германия) 320г,"347,39","259,99",нет,80298342,-25%,370202350064,,13_043015,нет,red,Ш,6822,1167,"6,2","1365,2","192,4",80298342,347.39,329.99,нет,259.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Варенье DELISSE Ананас ст/б (Россия) 200г,"199,99","169,99",нет,4606068745455,-15%,370202717502,29.10.2025 2:17,13_043015,нет,red,К,6822,"344,6","1321,3","463,1",1509,4606068745455,199.99,нет,нет,169.99,нет,нет,нет,нет,нет,нет
43_15.mp4,Варенье ВОЛОГОДСКОЕ ВАРЕНЬЕ абрикосовое (Россия) 370r,"284,29","199,99",нет,4607025805700,-29%,370202589665,27.02.2026 2:32,13_043015,нет,red,Ш,6822,"338,4","854,4","453,1","1045,1",4607025805700,284.29,269.99,нет,199.99,нет,нет,нет,нет,нет,нет
