filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,warped_image,raw_text,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_count,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
43_15.mp4,MaGEPECTOOА Ибранное липошдй Башкирсн натуральний цвст CT 6 (PocCя) 500r BAIS1S,"973,99",,,,-30%,,,,MaGEPECTOOА Ибранное липошдй Башкирсн,red,,952,352,1315,632,1693,debug_output_ocr/crops/crop_952_352_1315.png,MaGEPECTOOА Ибранное липошдй Башкирсн натуральний цвст CT 6 (PocCя) 500r 973 679 99 30% 12 BAIS1S K,,,,,,,,,,,
43_15.mp4,Конфитюр ZUEGG Клубникаэестра (Германия) 320г,,,"259,99",,-25%,,,,Конфитюр ZUEGG Клубникаэестра,red,,13034,38,2479,260,2719,debug_output_ocr/crops/crop_13034_38_2479.png,Конфитюр ZUEGG Клубникаэестра (Германия) 320г -25% 259 99 ,,,,,,,,,,,
43_15.mp4,Конфитюр ZUEGG Ктубника эвстра (Германия) 320,,,"259,99",,-25%,,,,Конфитюр ZUEGG Ктубника эвстра,red,,13285,5,2480,260,2718,debug_output_ocr/crops/crop_13285_5_2480.png,Конфитюр ZUEGG Ктубника эвстра (Германия) 320 -25% 259 99,,,,,,,,,,,
43_15.mp4,Десартфруктоа ZUEGG Апельсин зестра (Геризнея),"259,99",,,,-25%,,,,Десартфруктоа ZUEGG Апельсин,red,,13837,61,1374,358,1683,debug_output_ocr/crops/crop_13837_61_1374.png,Десартфруктоа ZUEGG Апельсин зестра (Геризнея) 330r 25% 259 99,,,,,,,,,,,
43_15.mp4,Конфитюр ZUEGG Клубника зестра (Германкя) 3201,,,"259,99",,-25%,,,,Конфитюр ZUEGG Клубника зестра,red,,14037,40,2477,256,2727,debug_output_ocr/crops/crop_14037_40_2477.png,Конфитюр ZUEGG Клубника зестра (Германкя) 3201 -25% 259 99,,,,,,,,,,,
43_15.mp4,Meд PREMIUM CLUB c фундукоц (Россия) 260г,,,"299,99",,-13%,,,,Meд PREMIUM CLUB c фундукоц,red,,14338,1103,1399,1311,1628,debug_output_ocr/crops/crop_14338_1103_1399.png,Meд PREMIUM CLUB c фундукоц (Россия) 260г -13% 299 42,,,,,,,,,,,
43_15.mp4,Конфитюр ZUEGG Ктубника зестра (Герианкя) 320,,,"259,99",,-25%,,,,Конфитюр ZUEGG Ктубника зестра,red,,14589,7,2477,257,2729,debug_output_ocr/crops/crop_14589_7_2477.png,Конфитюр ZUEGG Ктубника зестра (Герианкя) 320 0 -25% 259,,,,,,,,,,,
43_15.mp4,Десергфруктон. ZUEGG АПеПьснН 3AсTра (Германкя,"259,99",,,,-25%,,,,Десергфруктон. ZUEGG АПеПьснН,red,,12182,48,1371,391,1686,debug_output_ocr/crops/crop_12182_48_1371.png,Десергфруктон. ZUEGG АПеПьснН 3AсTра (Германкя 330r -25% 259 99,,,,,,,,,,,
43_15.mp4,Мед ЧАСТНАЯ ПАСЕКА Таелный (Pоссия) 500r,,,"23,99",,-36%,,,,Мед ЧАСТНАЯ ПАСЕКА Таелный,red,,952,46,2516,258,2756,debug_output_ocr/crops/crop_952_46_2516.png,Мед ЧАСТНАЯ ПАСЕКА Таелный (Pоссия) 500r -36% 23,,,,,,,,,,,
43_15.mp4,Десертфруктовы ZUEGG епьснн зстра Германмя,"259,99",,,,-25%,,,,Десертфруктовы ZUEGG епьснн,red,,11330,10,1373,363,1686,debug_output_ocr/crops/crop_11330_10_1373.png,Десертфруктовы ZUEGG епьснн зстра Германмя 130r 25% 259 99,,,,,,,,,,,
43_15.mp4,ТАГНЫИ Мед ЧАСТНАЯ ПАСЕКА T2ежы (PoCC) S00T,,,"234,99",,-36%,,,,ТАГНЫИ Мед ЧАСТНАЯ ПАСЕКА,red,,9525,1884,2363,2113,2716,debug_output_ocr/crops/crop_9525_1884_2363.png,ТАГНЫИ Мед ЧАСТНАЯ ПАСЕКА T2ежы (PoCC) S00T -36% 234 99,,,,,,,,,,,
43_15.mp4,Мёд ЧАСТНАЯ ПАСЕКА ГОРНЫй (PoсcиH),"368,99",,,,-16%,,,,Мёд ЧАСТНАЯ ПАСЕКА ГОРНЫй (PoсcиH),red,,1153,720,2522,962,2870,debug_output_ocr/crops/crop_1153_720_2522.png,Мёд ЧАСТНАЯ ПАСЕКА ГОРНЫй (PoсcиH) 500r 368 -16% 305 99 Ⅲ 10E10111 3070300X916,,,,,,,,,,,
43_15.mp4,СЕРЕСТОOА Мзбранное липошдй Башкиркн натураляцй uaer CT1 6(PоCCMя)500г,"973,99",,,,-30%,,,,427 СЕРЕСТОOА Мзбранное липошдй,red,,1453,343,1314,639,1695,debug_output_ocr/crops/crop_1453_343_1314.png,427 СЕРЕСТОOА с Мзбранное липошдй Башкиркн натураляцй uaer CT1 6(PоCCMя)500г 973 30% 679 99  B41E1S,,,,,,,,,,,
43_15.mp4,Мед ЧАСТНАЯ ПАСЕКА Таежный (Pоссия) 500г,,,"23,99",,-36%,,,,Мед ЧАСТНАЯ ПАСЕКА Таежный,red,,1453,71,2516,241,2754,debug_output_ocr/crops/crop_1453_71_2516.png,Мед ЧАСТНАЯ ПАСЕКА Таежный (Pоссия) 500г -36% 23 ,,,,,,,,,,,
43_15.mp4,Конфитор ZUEGG A6pикоC зкстра (Герианюя) 320г,,,"259,99",,-25%,,,,Конфитор ZUEGG A6pикоC зкстра,red,,8222,528,1389,909,1611,debug_output_ocr/crops/crop_8222_528_1389.png,Конфитор ZUEGG A6pикоC зкстра (Герианюя) 320г 25% 259 29,,,,,,,,,,,
43_15.mp4,Конфитар ZUEGG Ктубнха эестра (Герианя) 320г,,,"259,99",,-25%,,,,Конфитар ZUEGG Ктубнха эестра,red,,8572,42,2481,256,2710,debug_output_ocr/crops/crop_8572_42_2481.png,Конфитар ZUEGG Ктубнха эестра (Герианя) 320г 25% 259 99,,,,,,,,,,,
43_15.mp4,PREMIUM CLWD MЁD Mea PREMTUN CLUB с орехаи ст [Poccи),,,"244,99",,-19%,,,,PREMIUM CLWD MЁD,red,,8723,1806,1224,2090,1735,debug_output_ocr/crops/crop_8723_1806_1224.png,PREMIUM CLWD MЁD Mea PREMTUN CLUB с орехаи ст [Poccи) 25 305 19% 244 S5,,,,,,,,,,,
43_15.mp4,Конфитор ZUEGG Ктубнакоэстра (Гериания) 320г,,,"259,99",,-25%,,,,Конфитор ZUEGG Ктубнакоэстра,red,,9525,9,2480,260,2714,debug_output_ocr/crops/crop_9525_9_2480.png,Конфитор ZUEGG Ктубнакоэстра (Гериания) 320г 25% 259 99,,,,,,,,,,,
43_15.mp4,Комфитюр ZUEGGИHP э«стра (Гормания),"259,99",,,,-25%,,,,Комфитюр ZUEGGИHP э«стра,red,,10478,467,2522,840,2830,debug_output_ocr/crops/crop_10478_467_2522.png,Комфитюр ZUEGGИHP э«стра (Гормания) 330г 25% 259 99,,,,,,,,,,,
43_15.mp4,Десерт фруттошьй ZUEGG Алельснн 3истра (Германия),"259,99",,,,-25%,,,,Десерт фруттошьй ZUEGG,red,,11179,53,1373,367,1688,debug_output_ocr/crops/crop_11179_53_1373.png,Десерт фруттошьй ZUEGG Алельснн 3истра (Германия) 130r 25% 259 99,,,,,,,,,,,
43_15.mp4,Конфитор ZUEGG Ктубниха эстра (Герианя),"320,99",,,,,,,,Конфитор ZUEGG Ктубниха эстра,red,,8873,9,2480,260,2635,debug_output_ocr/crops/crop_8873_9_2480.png,Конфитор ZUEGG Ктубниха эстра (Герианя) 320 25,,,,,,,,,,,
43_15.mp4,Набор мед PERONI Me серия Фест (Pасcm) 90,"90,99",,,,,,,,Набор мед PERONI Me серия Фест,red,,12032,1092,2551,1195,2687,debug_output_ocr/crops/crop_12032_1092_2551.png,Набор мед PERONI Me серия Фест (Pасcm) 90,,,,,,,,,,,
43_15.mp4,Набор мед- PERONI Me серия Фест (Poccm) 90,"90,99",,,,,,,,Набор мед- PERONI Me серия Фест,red,,14538,1092,2551,1196,2684,debug_output_ocr/crops/crop_14538_1092_2551.png,Набор мед- PERONI Me серия Фест (Poccm) 90,,,,,,,,,,,
43_15.mp4,Meд PREMIUU CLUB с оретаы ст (Pоссия) 225,"225,99",,,,,,,,Meд PREMIUU CLUB с оретаы,red,,14538,1836,1455,2023,1574,debug_output_ocr/crops/crop_14538_1836_1455.png,Meд PREMIUU CLUB с оретаы ст (Pоссия) 225,,,,,,,,,,,
43_15.mp4,Набор мед- PERONI Me серии Фест (Poccm) 90,"90,99",,,,,,,,Набор мед- PERONI Me серии Фест,red,,14037,1091,2551,1198,2685,debug_output_ocr/crops/crop_14037_1091_2551.png,Набор мед- PERONI Me серии Фест (Poccm) 90,,,,,,,,,,,
43_15.mp4,1ea PREMIUM CLUB сорека ст. (Pоссия) 225г,,,"305,99",,,,,,1ea PREMIUM CLUB,red,,11330,1832,1455,2087,1584,debug_output_ocr/crops/crop_11330_1832_1455.png,1ea PREMIUM CLUB сорека ст. (Pоссия) 225г 305,,,,,,,,,,,
43_15.mp4,SC703O0006,"99,99",,,,,,,,305,red,,952,734,2646,960,2788,debug_output_ocr/crops/crop_952_734_2646.png,305 99 1E SC703O0006,,,,,,,,,,,
43_15.mp4,Ned PREMIUN CLUB с орекаи ст. (Pоссия) 225г,,,"305,99",,,,,,Ned PREMIUN CLUB с орекаи,red,,11631,1840,1455,2083,1585,debug_output_ocr/crops/crop_11631_1840_1455.png,Ned PREMIUN CLUB с орекаи ст. (Pоссия) 225г 305,,,,,,,,,,,
